PRDCT_NM,IFTKN_ATNT_MATR_CN,PRIMARY_FNCLTY,DAY_INTK_LOWLIMIT,DAY_INTK_HIGHLIMIT,INTK_UNIT,INTK_MEMO,SKLL_IX_IRDNT_RAWMTRL,CRET_DTM,LAST_UPDT_DTM
오미자·두충·구기자추출복합물(제2024-13호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취시 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 의약품(항응고제 등)과 복용 시 섭취에 주의","(국문) 뼈 건강에 도움을 줄 수 있음
(영문) May help to maintain healthy bone",253,253,mg/일,제2024-13호,"쉬잔드린(Schizandrin), 제니포시딕산(Geniposidic acid)  베타인(Betaine)",20240725,20240725
정어리펩타이드 SP100N(제2004-1호),"(1) 고혈압치료제 등 복용 시 전문가와 상담할 것
(2) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 혈압을 조절하는데 도움을 줄 수 있음
(영문) May help to maintain healthy blood pressure",250,400,μg,,"바릴티로신, 펩타이드",20191226,20210630
자일리톨(제2004-2호),(1) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것,(국문) 충치발생 위험 감소에 도움을 줌(치아건강) (영문) Can help to reduce risk of caries occurrence(dental health),5,10,g,,자일리톨,20191226,20220120
참당귀뿌리추출물(제2004-6호),"①소화불량, 속쓰림 등이 나타날 수 있습니다.②혈액응고방지제 또는 혈당강하제를 복용하시는 분은 의사의 상담 하에 사용하여 주십시오.",노인의 인지능력저하 개선에 도움을 줄 수 있음(기타기능II),799.9,800.1,mg,,참당귀뿌리추출물(기능성원료인정제2004-6호),20191226,20191226
포도종자추출물(제2005-9호),,항산화능 증진에 도움을 줄 수 있음(기타기능II),199.99,300.01,mg,,포도종자추출물(기능성원료인정제2005-9호),20191226,20191226
카제인가수분해물(제2006-19호),"-임산부, 수유부는 섭취를 삼가시기 바랍니다
-어린이, 노인, 신부전이 있는 사람, 혈압약을 복용하시는 분이 섭취 시에는 의사와 상담하셔야 합니다",혈압이 걱정되시는 분에게 도움을 줄 수 있음(기타기능II),4000,4000,mg,,Phe-Phe-Val-Ala-Pro-Phe-Pro-Glu-Val-Phe-Gly-Lys,20191226,20201029
올리브잎주정추출물 EFLA943(제2006-25호),"-위, 간 및 신장 질환이 있거나 고혈압치료제 등 복용 시
전문가와 상의 할 것
-이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 혈압조절에 도움을 줄 수 있음
(영문) May help to maintain healthy blood pressure",500,1000,mg,,Oleuropein,20191226,20201029
솔잎증류농축액(제2007-8호),"①기관지 천식, 해소 기침이나 기도에 심한 염증이 있는 사람은 사용을 금하시기 바랍니다.",건강한 혈당유지에 도움,1349.9,1350.1,mg,,솔잎증류농축액(기능성원료인정제2007-8호),20191226,20191226
콩발효추출물(제2007-10호),,당의 흡수를 억제하여 식후혈당을 건강하게 유지하는데 도움을 줄 수 있음(기타기능II),900,900,mg,,"α-Glucosidase 활성 억제능(IC50)/Tris(2-Amino-2-(hydroxymethyl)-1,3-propanediol)",20191226,20201029
돌외잎추출물(제2015-7호),"-과량 섭취 시 위장장애(구토와 위장운동 증가)가 발생할 수 있음
-아스피린, 혈액항응고제 복용 시 섭취에 주의","(국문) 스트레스로 인한 긴장완화에 도움을 줄 수 있음
(영문) May help to relaxation of tension by stress",400,400,mg,,Ombuoside,20191226,20201029
오미자추출물(제2016-21호),,갱년기 여성 건강에 도움을 줄 수 있음(생리활성기능 2등급),783,783,mg/일,,"쉬잔드린(Schizandrin), 고미신 A(Gomisin A), 고미신 N(Gomisin N)",20191226,20210316
레몬 밤 추출물 혼합분말(제2010-24호),"-알레르기 반응이 나타날 경우에는 섭취를 중단하시기 바랍니다
-섭취 후 진정작용이 나타날 수 있습니다
-어린이 및 임산부와 수유부 여성은 섭취에 주의하시기 바랍니다",체지방 감소에 도움을 줄 수 있음 (기타기능II),1380,1380,mg/일,건강기능식품 기능성 원료 인정,"rosmarinic acid(레몬밤), 1-Deoxynojirimycin(뽕나무잎), 6,7-Dimethylesculetin(인진쑥)",20191226,20201029
호로파종자 등 추출복합물(제2017-5호),땅콩 알레르기가 있는 사람은 섭취에 주의,"(국문) 남성의 갱년기 건강에 도움을 줄 수 있음
(영문) May help to climacteric mens health",400,400,mg/일,,"4-Hydroxy-L-isoleucine(호로파종자추출분말), D-pinitol(비수리추출분말)",20191226,20201029
세리포리아 락세라타 균사체 배양물(제2018-5호),"-영·유아, 어린이, 임산부 및 수유부는 섭취에 주의
-알레르기 체질이거나 특정질환이 있는 분은 섭취 전 의사와 상담","(국문) 혈당조절에 도움을 줄 수 있음
(영문) May help to maintain healthy blood glucose leve",3,3,g/일,,베타글루칸(β-glucan),20191226,20201029
Akkermansia muciniphila HB05 열처리배양건조물(HB05P)(제2025-72호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 노화로 인해 감소될 수 있는 근력 유지에 도움을 줄 수 있음
(영문) May help to maintain muscle strength which can be affected by aging",150,150,mg/일,제2025-72호,Akkermansia muciniphila HB05 열처리배양균체수(사균체),20260108,20260108
저분자유청펩타이드(제2024-29호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(우유 및 유제품에 대한 알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) · 노화로 인해 감소될 수 있는 근력 유지에 도움을 줄 수 있음
          · 근력운동과 병행 시 체지방 감소에 도움을 줄 수 있음
(영문) · May help to maintain muscle strength which can be affected by aging
          ․May help to reduce body fat by combining with muscle strength exercise",10,10,g/일,제2024-29호,Gly-Thr-Trp-Tyr,20260119,20260119
Weissella cibaria CMU 프로바이오틱스(제2026-2호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 질환이 있거나 의약품 복용 시 전문가와 상담할 것
(5) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것","(국문) 잇몸건강에 도움을 줄 수 있음
(영문) May help to improve gum health",400000000,400000000,CFU/일,제2026-2호,프로바이오틱스 수,20260224,20260224
미역석류씨추출복합물(잔티젠)(제2013-10호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 석류에 알레르기를 나타내는 사람은 섭취에 주의할 것
(3) 에스트로겐 호르몬에 민감한 사람은 섭취에 주의할 것
(4) 이상 사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat",600,600,mg/일,제2013-10호,"후코잔틴(Fucoxanthin), 푸닉산(Punicic acid)",20260316,20260316
강황추출물(제2025-53호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 질환이 있거나 의약품 복용 시 전문가와 상담할 것
(5) 제안된 섭취량 이상 섭취 시 소화불량, 위장장애, 메스꺼움, 위산역류 등이 있을 수 있음
(6) 수술 전후 섭취에 주의","(국문) 노화로 인해 저하된 인지기능 개선에 도움을 줄 수 있음
(영문) May help to improve cognitive function affected by aging",400,400,mg/일,제2025-53호,"총 커큐미노이드 (Curcumin, Desmethoxycurcumin 및 Bisdesmethoxycurcumin의 합)",20260520,20260520
삽주추출분말(제2026-8호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(국화과 알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 기관·기관지 상태(기침·가래 등) 개선에 도움을 줄 수 있음
(영문) May help to improve trachea·bronchi condition (cough·sputum etc)",1,1,g/일,제2026-8호,아틀락틸레놀리드 Ⅲ(Atractylenolide Ⅲ),20260707,20260707
Latilactobacillus sakei LB-P12 프로바이오틱스(제2025-55호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정 질환(알레르기 체질 등)이 있거나 의약품 복용 시 전문가와 상담할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 관절건강에 도움을 줄 수 있음
(영문) May help to maintain healthy joint",10000000000,10000000000,CFU/일,제2025-55호,프로바이오틱스 수,20260825,20260825
Latilactobacillus sakei K040706 열처리배양건조물(노바사케이)(제2026-10호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질, 단장증후군 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 면역기능 증진에 도움을 줄 수 있음
(영문) May help to improve immune function",10,10,mg/일,제2026-10호,열처리배양균체 수,20260904,20260904
Lacticaseibacillus paracasei subsp. paracasei 327(K-1) 열처리배양건조물(제2025-43호),"(1) 영‧유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 질환이 있거나 의약품 복용 시 전문가와 상담할 것","(국문) 배변활동 원활에 도움을 줄 수 있음
(영문) May help to improve bowel movement",50,50,mg/일,제2025-43호,사균체 수,20251224,20251224
덖음귤피추출분말(JRC)(제2025-24호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 항응고제 또는 혈압조절제를 복용하거나 혈압이 낮은 경우 전문가와 상담할 것","(국문) 체지방 감소에 도움을 줄 수 있음
(영문) May help to reduce body fat",300,300,mg/일,제2025-24호,헤스페리딘(Hesperidin),20260123,20260123
락토페린LF300(우유유래정제단백질)(제2023-38호),"(1) 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(우유 및 유제품에 대한 알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 면역기능 증진에 도움을 줄 수 있음
(영문) May help to improve immune function",300,300,mg/일,제2023-38호,락토페린(Lactoferrin),20260304,20260304
미배아발효분말(제2025-66호),"(1) 영‧유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) · 수면의 질 개선에 도움을 줄 수 있음
      · 자외선에 의한 피부 손상으로부터 피부 건강 유지에 도움을 줄 수 있음
      · 피부 보습에 도움을 줄 수 있음
(영문) · May help to improve sleep quality
      · May help to maintain skin health from skin damage by UV radiation
      · May help to maintain skin moisturizing",500,500,mg/일,제2025-66호,"감마-아미노부틸산(γ-aminobutyric acid, GABA)",20260331,20260716
락추로스분말(제2009-40호),"(1) 영‧유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(당뇨병, 갈락토스혈증 등), 알레르기가 있는 사람은 섭취에 주의할 것
(3) 과다 섭취 시 위장관계 계통의 이상 반응 및 전해질 이상 등이 나타날 수 있음
(4) 이상 사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 유익균 증식, 유해균 억제에 도움을 줄 수 있음
(영문) May help to increase beneficial intestinal flora and suppress pathogenic bacteria",650,3000,mg,제2009-40호,락추로스(Lactulose),20260527,20260527
강황추출물(제2025-54호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(4) 질환이 있거나 의약품 복용 시 전문가와 상담할 것
(5) 제안된 섭취량 이상 섭취 시 소화불량, 위장장애, 메스꺼움, 위산역류 등이 있을 수 있음
(6) 수술 전후 섭취에 주의","(국문) 노화로 인해 저하된 인지기능 개선에 도움을 줄 수 있음
(영문) May help to improve cognitive function affected by aging",400,400,mg/일,제2025-54호,"총 커큐미노이드 (Curcumin, Desmethoxycurcumin 및 Bisdesmethoxycurcumin의 합)",20260707,20260707
Bacillus coagulans BC99 프로바이오틱스(제2026-5호),"(1) 영·유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질, 단장증후군 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 배변활동 원활에 도움을 줄 수 있음
(영문) May help to improve bowel movement",2000000000,2000000000,CFU/일,제2026-5호,프로바이오틱스 수,20260807,20260807
상추추출물(제2025-21호),"(1) 영유아, 어린이, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의할 것
(3) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","(국문) 수면 건강에 도움을 줄 수 있음
(영문) May help to improve sleep quality",1000,1000,mg/일,제2025-21호,치코릭산(Chicoric acid),20260916,20260916
Lacticaseibacillus paracasei HY7017 프로바이오틱스(제2025-69호),"(1) 영·유아, 임산부 및 수유부는 섭취를 피할 것
(2) 특정질환(알레르기 체질, 단장증후군 등)이 있거나 의약품 복용 시 전문가와 상담할 것
(3) 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
(4) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것
(5) 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음","(국문) 면역기능 증진에 도움을 줄 수 있음
(영문) May help to improve immune function",5000000000,5000000000,CFU/일,제2025-69호,프로바이오틱스 수,20251230,20251230
